"bowler","start_date","batting_team","bowling_team","innings","Overs","Maidens","Runs","Wickets","Economy","DotBalls","event","season","match_id","venue","city","team1","team2","toss_winner","toss_decision","player_of_match","winner","winner_wickets","winner_runs"
"A Hartley",2018-07-27,"Yorkshire Diamonds","Lancashire Thunder",2,"4.0",0,19,3,4.75,13,"Women's Cricket Super League",2018,1127398,"Headingley, Leeds","Leeds","Lancashire Thunder","Yorkshire Diamonds","Yorkshire Diamonds","field","E Threlkeld","Lancashire Thunder",NA,"33"
"JL Gunn",2018-08-02,"Surrey Stars","Loughborough Lightning",1,"4.0",0,19,3,4.75,12,"Women's Cricket Super League",2018,1127405,"Haslegrave Ground, Loughborough","Loughborough","Surrey Stars","Loughborough Lightning","Surrey Stars","bat","SFM Devine","Loughborough Lightning","9",NA
"KL Gordon",2018-08-15,"Western Storm","Loughborough Lightning",1,"4.0",0,19,3,4.75,11,"Women's Cricket Super League",2018,1127419,"Edgbaston, Birmingham","Birmingham","Western Storm","Loughborough Lightning","Loughborough Lightning","field","RL Haynes","Loughborough Lightning","9",NA
"AN Davidson-Richards",2017-08-11,"Lancashire Thunder","Yorkshire Diamonds",2,"4.0",0,20,3,5,8,"Women's Cricket Super League",2017,1093477,"Headingley, Leeds","Leeds","Yorkshire Diamonds","Lancashire Thunder","Lancashire Thunder","field","AN Davidson-Richards","Yorkshire Diamonds",NA,"28"
"C Nicholas",2017-08-23,"Surrey Stars","Western Storm",1,"4.0",0,20,3,5,13,"Women's Cricket Super League",2017,1093487,"Kennington Oval, London","London","Surrey Stars","Western Storm","Western Storm","field","L Lee","Surrey Stars",NA,"52"
"D van Niekerk",2018-08-07,"Lancashire Thunder","Surrey Stars",2,"4.0",0,20,3,5,10,"Women's Cricket Super League",2018,1127410,"Old Trafford, Manchester","Manchester","Surrey Stars","Lancashire Thunder","Lancashire Thunder","field","L Lee","Surrey Stars",NA,"55"
"D van Niekerk",2019-08-08,"Lancashire Thunder","Surrey Stars",1,"4.0",0,20,3,5,11,"Women's Cricket Super League",2019,1167272,"Woodbridge Road, Guildford","Guildford","Lancashire Thunder","Surrey Stars","Surrey Stars","field","L Lee","Surrey Stars","8",NA
"NR Sciver",2017-08-13,"Yorkshire Diamonds","Surrey Stars",1,"4.0",0,20,3,5,13,"Women's Cricket Super League",2017,1093479,"Kennington Oval, London","London","Yorkshire Diamonds","Surrey Stars","Yorkshire Diamonds","bat","M Kapp","Surrey Stars","8",NA
"AN Davidson-Richards",2019-08-25,"Southern Vipers","Yorkshire Diamonds",1,"4.0",0,21,3,5.25,10,"Women's Cricket Super League",2019,1167293,"York Cricket Club","York","Southern Vipers","Yorkshire Diamonds","Yorkshire Diamonds","field","JI Rodrigues","Yorkshire Diamonds","4",NA
"KA Levick",2017-08-26,"Southern Vipers","Yorkshire Diamonds",1,"4.0",0,21,3,5.25,12,"Women's Cricket Super League",2017,1093488,"Arundel Castle Cricket Club Ground","Arundel","Southern Vipers","Yorkshire Diamonds","Yorkshire Diamonds","field","M du Preez","Southern Vipers",NA,"30"
"RL Grundy",2016-07-30,"Yorkshire Diamonds","Loughborough Lightning",2,"4.0",0,21,3,5.25,15,"Women's Cricket Super League",2016,993643,"Headingley, Leeds","Leeds","Loughborough Lightning","Yorkshire Diamonds","Loughborough Lightning","bat",NA,"Loughborough Lightning",NA,"43"
"SFM Devine",2018-07-25,"Southern Vipers","Loughborough Lightning",1,"4.0",0,21,3,5.25,13,"Women's Cricket Super League",2018,1127396,"The Rose Bowl, Southampton","Southampton","Southern Vipers","Loughborough Lightning","Loughborough Lightning","field","SFM Devine","Loughborough Lightning","6",NA
"A Shrubsole",2017-09-01,"Surrey Stars","Western Storm",1,"4.0",0,22,3,5.5,13,"Women's Cricket Super League",2017,1093491,"County Ground, Hove","Brighton","Surrey Stars","Western Storm","Surrey Stars","bat","SR Taylor","Western Storm","3",NA
"A Wellington",2019-08-15,"Lancashire Thunder","Southern Vipers",1,"4.0",0,22,3,5.5,13,"Women's Cricket Super League",2019,1167280,"County Ground, Hove","Brighton","Lancashire Thunder","Southern Vipers","Lancashire Thunder","bat","SR Taylor",NA,NA,NA
"KH Brunt",2018-08-14,"Lancashire Thunder","Yorkshire Diamonds",1,"4.0",0,22,3,5.5,13,"Women's Cricket Super League",2018,1127418,"Stanley Park, Blackpool","Blackpool","Lancashire Thunder","Yorkshire Diamonds","Yorkshire Diamonds","field",NA,"Lancashire Thunder",NA,"9"
"MK Villiers",2018-08-27,"Loughborough Lightning","Surrey Stars",2,"4.0",0,22,3,5.5,11,"Women's Cricket Super League",2018,1127424,"County Ground, Hove","Brighton","Surrey Stars","Loughborough Lightning","Loughborough Lightning","field","L Lee","Surrey Stars",NA,"66"
"SW Bates",2019-09-01,"Loughborough Lightning","Southern Vipers",1,"2.5",0,22,3,7.76470588235294,7,"Women's Cricket Super League",2019,1167298,"County Ground, Hove","Brighton","Loughborough Lightning","Southern Vipers","Loughborough Lightning","bat","SW Bates","Southern Vipers","5",NA
"NE Farrant",2019-08-11,"Western Storm","Southern Vipers",2,"4.0",0,23,3,5.75,13,"Women's Cricket Super League",2019,1167275,"The Rose Bowl, Southampton","Southampton","Southern Vipers","Western Storm","Southern Vipers","bat","FC Wilson","Western Storm","3",NA
"S Ecclestone",2016-08-03,"Loughborough Lightning","Lancashire Thunder",2,"4.0",0,23,3,5.75,11,"Women's Cricket Super League",2016,993649,"Haslegrave Ground, Loughborough","Loughborough","Lancashire Thunder","Loughborough Lightning","Loughborough Lightning","field",NA,"Lancashire Thunder",NA,"6"
"A Brindle",2016-08-14,"Loughborough Lightning","Southern Vipers",2,"4.0",0,24,3,6,6,"Women's Cricket Super League",2016,993669,"The Rose Bowl, Southampton","Southampton","Southern Vipers","Loughborough Lightning","Southern Vipers","bat",NA,"Southern Vipers",NA,"59"
"HV Jones",2019-08-28,"Lancashire Thunder","Surrey Stars",2,"2.0",0,24,3,12,3,"Women's Cricket Super League",2019,1167295,"Stanley Park, Blackpool","Blackpool","Surrey Stars","Lancashire Thunder","Lancashire Thunder","field","L Lee","Surrey Stars",NA,"35"
"NE Farrant",2018-07-29,"Lancashire Thunder","Southern Vipers",1,"4.0",0,24,3,6,16,"Women's Cricket Super League",2018,1127400,"Aigburth, Liverpool","Liverpool","Lancashire Thunder","Southern Vipers","Southern Vipers","field","EL Lamb","Lancashire Thunder",NA,"4"
"HK Matthews",2016-08-03,"Loughborough Lightning","Lancashire Thunder",2,"3.5",0,25,3,6.52173913043478,12,"Women's Cricket Super League",2016,993649,"Haslegrave Ground, Loughborough","Loughborough","Lancashire Thunder","Loughborough Lightning","Loughborough Lightning","field",NA,"Lancashire Thunder",NA,"6"
"LM Kasperek",2019-08-06,"Surrey Stars","Yorkshire Diamonds",1,"4.0",0,25,3,6.25,9,"Women's Cricket Super League",2019,1167270,"Headingley, Leeds","Leeds","Surrey Stars","Yorkshire Diamonds","Surrey Stars","bat","LA Marsh","Surrey Stars",NA,"9"
"S Ecclestone",2018-07-29,"Southern Vipers","Lancashire Thunder",2,"4.0",0,25,3,6.25,11,"Women's Cricket Super League",2018,1127400,"Aigburth, Liverpool","Liverpool","Lancashire Thunder","Southern Vipers","Southern Vipers","field","EL Lamb","Lancashire Thunder",NA,"4"
"S Glenn",2019-08-25,"Lancashire Thunder","Loughborough Lightning",1,"4.0",0,25,3,6.25,9,"Women's Cricket Super League",2019,1167292,"Trent Bridge, Nottingham","Nottingham","Lancashire Thunder","Loughborough Lightning","Lancashire Thunder","bat","AE Jones","Loughborough Lightning","8",NA
"A Hartley",2017-08-23,"Western Storm","Surrey Stars",2,"4.0",0,28,3,7,9,"Women's Cricket Super League",2017,1093487,"Kennington Oval, London","London","Surrey Stars","Western Storm","Western Storm","field","L Lee","Surrey Stars",NA,"52"
"NR Sciver",2017-08-20,"Southern Vipers","Surrey Stars",2,"3.2",0,28,3,8.4,8,"Women's Cricket Super League",2017,1093484,"The Rose Bowl, Southampton","Southampton","Surrey Stars","Southern Vipers","Surrey Stars","bat","M Kapp","Surrey Stars",NA,"4"
"SR Taylor",2017-09-01,"Southern Vipers","Western Storm",1,"4.0",0,28,3,7,8,"Women's Cricket Super League",2017,1093492,"County Ground, Hove","Brighton","Southern Vipers","Western Storm","Western Storm","field","RH Priest","Western Storm","7",NA
"KA Levick",2017-08-11,"Lancashire Thunder","Yorkshire Diamonds",2,"4.0",0,30,3,7.5,12,"Women's Cricket Super League",2017,1093477,"Headingley, Leeds","Leeds","Yorkshire Diamonds","Lancashire Thunder","Lancashire Thunder","field","AN Davidson-Richards","Yorkshire Diamonds",NA,"28"
"D van Niekerk",2019-08-18,"Southern Vipers","Surrey Stars",1,"4.0",0,31,3,7.75,10,"Women's Cricket Super League",2019,1167283,"Arundel Castle Cricket Club Ground","Arundel","Southern Vipers","Surrey Stars","Surrey Stars","field","DN Wyatt","Southern Vipers",NA,"89"
"SR Taylor",2016-08-21,"Loughborough Lightning","Western Storm",1,"4.0",0,31,3,7.75,12,"Women's Cricket Super League",2016,1035535,"County Ground, Chelmsford","Chelmsford","Loughborough Lightning","Western Storm","Western Storm","field",NA,"Western Storm","5",NA
"EL Lamb",2019-08-15,"Southern Vipers","Lancashire Thunder",2,"4.0",0,33,3,8.25,8,"Women's Cricket Super League",2019,1167280,"County Ground, Hove","Brighton","Lancashire Thunder","Southern Vipers","Lancashire Thunder","bat","SR Taylor",NA,NA,NA
"EL Lamb",2018-07-31,"Surrey Stars","Lancashire Thunder",1,"4.0",0,34,3,8.5,7,"Women's Cricket Super League",2018,1127403,"Kennington Oval, London","London","Surrey Stars","Lancashire Thunder","Lancashire Thunder","field","NE Bolton","Lancashire Thunder","5",NA
"KA Levick",2018-08-08,"Southern Vipers","Yorkshire Diamonds",1,"4.0",0,35,3,8.75,10,"Women's Cricket Super League",2018,1127411,"The Rose Bowl, Southampton","Southampton","Southern Vipers","Yorkshire Diamonds","Yorkshire Diamonds","field","TT Beaumont","Southern Vipers",NA,"16"
"A Shrubsole",2019-08-18,"Lancashire Thunder","Western Storm",1,"4.0",0,36,3,9,12,"Women's Cricket Super League",2019,1167282,"Boughton Hall Cricket Club Ground, Chester","Chester","Lancashire Thunder","Western Storm","Lancashire Thunder","bat","S Mandhana","Western Storm","5",NA
"D van Niekerk",2018-08-27,"Loughborough Lightning","Surrey Stars",2,"4.0",0,37,3,9.25,7,"Women's Cricket Super League",2018,1127424,"County Ground, Hove","Brighton","Surrey Stars","Loughborough Lightning","Loughborough Lightning","field","L Lee","Surrey Stars",NA,"66"
"NR Sciver",2019-08-21,"Western Storm","Surrey Stars",1,"4.0",0,37,3,9.25,7,"Women's Cricket Super League",2019,1167289,"The Cooper Associates County Ground, Taunton","Taunton","Western Storm","Surrey Stars","Surrey Stars","field","SJ Taylor","Western Storm",NA,"4"
"A Shrubsole",2019-08-20,"Southern Vipers","Western Storm",2,"4.0",0,39,3,9.75,7,"Women's Cricket Super League",2019,1167286,"County Ground, Bristol","Bristol","Western Storm","Southern Vipers","Western Storm","bat","FR Davies","Western Storm",NA,"15"
"HK Matthews",2019-08-20,"Lancashire Thunder","Loughborough Lightning",2,"2.0",1,1,2,0.5,12,"Women's Cricket Super League",2019,1167287,"Old Trafford, Manchester","Manchester","Loughborough Lightning","Lancashire Thunder","Lancashire Thunder","field","GL Adams","Loughborough Lightning",NA,"35"
"S Glenn",2017-08-26,"Surrey Stars","Loughborough Lightning",2,"3.0",0,5,2,1.66666666666667,13,"Women's Cricket Super League",2017,1093489,"Kennington Oval, London","London","Loughborough Lightning","Surrey Stars","Loughborough Lightning","bat","EA Perry","Loughborough Lightning",NA,"81"
"GA Elwiss",2016-07-30,"Yorkshire Diamonds","Loughborough Lightning",2,"3.0",0,6,2,2,13,"Women's Cricket Super League",2016,993643,"Headingley, Leeds","Leeds","Loughborough Lightning","Yorkshire Diamonds","Loughborough Lightning","bat",NA,"Loughborough Lightning",NA,"43"
"KA Levick",2018-08-12,"Surrey Stars","Yorkshire Diamonds",1,"2.0",0,6,2,3,7,"Women's Cricket Super League",2018,1127416,"Clifton Park Ground, York","York","Surrey Stars","Yorkshire Diamonds","Yorkshire Diamonds","field","BL Mooney","Yorkshire Diamonds","9",NA
"BF Smith",2019-08-28,"Lancashire Thunder","Surrey Stars",2,"1.0",0,8,2,8,4,"Women's Cricket Super League",2019,1167295,"Stanley Park, Blackpool","Blackpool","Surrey Stars","Lancashire Thunder","Lancashire Thunder","field","L Lee","Surrey Stars",NA,"35"
"S Glenn",2017-08-20,"Lancashire Thunder","Loughborough Lightning",2,"2.0",0,8,2,4,5,"Women's Cricket Super League",2017,1093483,"Stanley Park, Blackpool","Blackpool","Loughborough Lightning","Lancashire Thunder","Loughborough Lightning","bat","EA Perry","Loughborough Lightning",NA,"50"
"SW Bates",2016-08-08,"Yorkshire Diamonds","Southern Vipers",2,"2.3",0,8,2,3.2,10,"Women's Cricket Super League",2016,993659,"The Rose Bowl, Southampton","Southampton","Southern Vipers","Yorkshire Diamonds","Southern Vipers","bat",NA,"Southern Vipers",NA,"54"
"SW Bates",2017-08-10,"Western Storm","Southern Vipers",1,"3.0",0,8,2,2.66666666666667,11,"Women's Cricket Super League",2017,1093476,"The Rose Bowl, Southampton","Southampton","Western Storm","Southern Vipers","Southern Vipers","field","SW Bates","Southern Vipers","9",NA
"BF Smith",2018-08-07,"Lancashire Thunder","Surrey Stars",2,"2.0",0,9,2,4.5,7,"Women's Cricket Super League",2018,1127410,"Old Trafford, Manchester","Manchester","Surrey Stars","Lancashire Thunder","Lancashire Thunder","field","L Lee","Surrey Stars",NA,"55"
"EA Perry",2017-08-20,"Lancashire Thunder","Loughborough Lightning",2,"2.0",0,9,2,4.5,7,"Women's Cricket Super League",2017,1093483,"Stanley Park, Blackpool","Blackpool","Loughborough Lightning","Lancashire Thunder","Loughborough Lightning","bat","EA Perry","Loughborough Lightning",NA,"50"
"GJ Gibbs",2018-07-26,"Western Storm","Surrey Stars",1,"2.0",0,10,2,5,5,"Women's Cricket Super League",2018,1127397,"College Ground, Cheltenham","Cheltenham","Western Storm","Surrey Stars","Surrey Stars","field",NA,"Surrey Stars","7",NA
"KL Gordon",2018-07-31,"Yorkshire Diamonds","Loughborough Lightning",2,"3.0",0,10,2,3.33333333333333,9,"Women's Cricket Super League",2018,1127404,"Haslegrave Ground, Loughborough","Loughborough","Loughborough Lightning","Yorkshire Diamonds","Loughborough Lightning","bat","SFM Devine","Loughborough Lightning",NA,"41"
"ND Dattani",2019-08-25,"Surrey Stars","Western Storm",2,"1.5",0,10,2,5.45454545454546,7,"Women's Cricket Super League",2019,1167294,"Woodbridge Road, Guildford","Guildford","Western Storm","Surrey Stars","Surrey Stars","field","RH Priest","Western Storm",NA,"77"
"NE Farrant",2017-08-10,"Western Storm","Southern Vipers",1,"4.0",0,10,2,2.5,18,"Women's Cricket Super League",2017,1093476,"The Rose Bowl, Southampton","Southampton","Western Storm","Southern Vipers","Southern Vipers","field","SW Bates","Southern Vipers","9",NA
"AC Jayangani",2017-08-18,"Loughborough Lightning","Yorkshire Diamonds",2,"3.0",0,11,2,3.66666666666667,7,"Women's Cricket Super League",2017,1093482,"Haslegrave Ground, Loughborough","Loughborough","Yorkshire Diamonds","Loughborough Lightning","Loughborough Lightning","field","AC Jayangani","Yorkshire Diamonds",NA,"17"
