"bowler","bowling_team","season","event","innings","Overs","Maidens","Runs","Wickets","Average","Economy","StrikeRate","DotBalls","FourWickets","FiveWickets","BestBowlinginnings"
"Imran Tahir","Guyana Amazon Warriors",2018,"Caribbean Premier League",12,"48.0",0,284,16,17.75,5.91666666666667,18,133,1,0,"4/22"
"K Santokie","Guyana Amazon Warriors",2014,"Caribbean Premier League",10,"39.2",0,301,16,18.8125,7.65254237288136,14.75,100,1,0,"4/11"
"K Santokie","Jamaica Tallawahs",2015,"Caribbean Premier League",10,"40.0",0,316,16,19.75,7.9,15,98,1,0,"4/37"
"DC Drakes","St Kitts and Nevis Patriots",2021,"Caribbean Premier League",11,"38.4",0,331,16,20.6875,8.56034482758621,14.5,96,0,0,"3/26"
"Ali Khan","Trinbago Knight Riders",2018,"Caribbean Premier League",12,"42.4",0,333,16,20.8125,7.8046875,16,108,0,0,"3/22"
"JO Holder","Barbados Royals",2023,"Caribbean Premier League",9,"35.1",0,339,16,21.1875,9.63981042654028,13.1875,71,1,0,"4/38"
"M Pretorius","Jamaica Tallawahs",2021,"Caribbean Premier League",10,"37.0",1,353,16,22.0625,9.54054054054054,13.875,86,2,0,"4/32"
"DJ Bravo","Trinbago Knight Riders",2017,"Caribbean Premier League",13,"41.0",0,380,16,23.75,9.26829268292683,15.375,86,1,0,"4/38"
"Sohail Tanvir","Guyana Amazon Warriors",2016,"Caribbean Premier League",9,"35.0",1,236,15,15.7333333333333,6.74285714285714,14,93,1,0,"4/20"
"Imran Tahir","Guyana Amazon Warriors",2020,"Caribbean Premier League",11,"41.0",2,239,15,15.9333333333333,5.82926829268293,16.4,129,0,0,"3/12"
"OC McCoy","Barbados Royals",2022,"Caribbean Premier League",11,"32.4",0,255,15,17,7.80612244897959,13.0666666666667,81,0,0,"3/24"
"CJ Green","Jamaica Tallawahs",2023,"Caribbean Premier League",11,"42.0",0,275,15,18.3333333333333,6.54761904761905,16.8,117,1,0,"4/15"
"G Motie","Guyana Amazon Warriors",2023,"Caribbean Premier League",12,"43.0",2,316,15,21.0666666666667,7.34883720930233,17.2,107,1,0,"4/29"
"RR Emrit","Guyana Amazon Warriors",2017,"Caribbean Premier League",12,"41.5",2,318,15,21.2,7.60159362549801,16.7333333333333,108,1,0,"4/35"
"KOK Williams","Jamaica Tallawahs",2017,"Caribbean Premier League",11,"41.0",0,391,15,26.0666666666667,9.53658536585366,16.4,82,0,0,"3/26"
"SP Narine","Trinbago Knight Riders",2021,"Caribbean Premier League",11,"40.5",2,180,14,12.8571428571429,4.40816326530612,17.5,146,0,0,"2/5"
"SP Narine","Guyana Amazon Warriors",2015,"Caribbean Premier League",10,"39.0",3,193,14,13.7857142857143,4.94871794871795,16.7142857142857,126,0,0,"3/6"
"R Rampaul","Barbados Tridents",2014,"Caribbean Premier League",9,"31.0",0,222,14,15.8571428571429,7.16129032258065,13.2857142857143,90,2,0,"4/18"
"KA Pollard","Barbados Tridents",2015,"Caribbean Premier League",11,"34.0",0,225,14,16.0714285714286,6.61764705882353,14.5714285714286,70,1,0,"4/30"
"RA Reifer","Barbados Tridents",2019,"Caribbean Premier League",10,"29.3",0,229,14,16.3571428571429,7.76271186440678,12.6428571428571,64,1,0,"4/24"
"RJ Peterson","Barbados Tridents",2015,"Caribbean Premier League",11,"36.0",1,229,14,16.3571428571429,6.36111111111111,15.4285714285714,108,0,0,"3/13"
"R Shepherd","Guyana Amazon Warriors",2022,"Caribbean Premier League",11,"29.0",0,256,14,18.2857142857143,8.82758620689655,12.4285714285714,79,0,0,"3/14"
"SP Narine","Trinbago Knight Riders",2016,"Caribbean Premier League",12,"47.0",2,261,14,18.6428571428571,5.5531914893617,20.1428571428571,145,0,0,"3/27"
"Rashid Khan","Guyana Amazon Warriors",2017,"Caribbean Premier League",12,"46.4",1,272,14,19.4285714285714,5.82857142857143,20,147,0,0,"3/15"
"Imad Wasim","Jamaica Tallawahs",2023,"Caribbean Premier League",11,"38.3",1,276,14,19.7142857142857,7.16883116883117,16.5,109,0,0,"3/25"
"AD Russell","Jamaica Tallawahs",2018,"Caribbean Premier League",10,"32.0",0,280,14,20,8.75,13.7142857142857,74,0,0,"3/38"
"K Santokie","Jamaica Tallawahs",2017,"Caribbean Premier League",10,"36.4",1,282,14,20.1428571428571,7.69090909090909,15.7142857142857,91,0,0,"3/10"
"JO Holder","Barbados Tridents",2019,"Caribbean Premier League",13,"49.0",2,360,14,25.7142857142857,7.3469387755102,21,147,0,0,"2/21"
"KK Cooper","Trinbago Knight Riders",2016,"Caribbean Premier League",12,"42.0",0,411,14,29.3571428571429,9.78571428571429,18,79,0,0,"3/22"
"HF Gurney","Barbados Tridents",2019,"Caribbean Premier League",8,"31.0",0,191,13,14.6923076923077,6.16129032258065,14.3076923076923,94,0,0,"3/17"
"AJ Hosein","Trinbago Knight Riders",2021,"Caribbean Premier League",11,"42.0",1,207,13,15.9230769230769,4.92857142857143,19.3846153846154,143,0,0,"2/12"
"Fawad Ahmed","Trinbago Knight Riders",2020,"Caribbean Premier League",11,"36.0",1,236,13,18.1538461538462,6.55555555555556,16.6153846153846,96,1,0,"4/21"
"R Shepherd","Guyana Amazon Warriors",2019,"Caribbean Premier League",9,"29.4",0,247,13,19,8.32584269662921,13.6923076923077,67,1,0,"4/13"
"Imran Tahir","Guyana Amazon Warriors",2021,"Caribbean Premier League",11,"42.0",2,269,13,20.6923076923077,6.40476190476191,19.3846153846154,118,0,0,"3/34"
"CJ Green","Guyana Amazon Warriors",2019,"Caribbean Premier League",12,"45.2",1,292,13,22.4615384615385,6.44117647058823,20.9230769230769,123,1,0,"4/14"
"KOK Williams","St Lucia Zouks",2020,"Caribbean Premier League",11,"34.1",0,305,13,23.4615384615385,8.92682926829268,15.7692307692308,73,0,0,"2/12"
"J Theron","Jamaica Tallawahs",2014,"Caribbean Premier League",10,"36.2",0,312,13,24,8.58715596330275,16.7692307692308,74,1,0,"4/35"
"Imran Tahir","Guyana Amazon Warriors",2022,"Caribbean Premier League",11,"42.0",0,313,13,24.0769230769231,7.45238095238095,19.3846153846154,100,0,0,"2/17"
"BCJ Cutting","St Kitts and Nevis Patriots",2018,"Caribbean Premier League",11,"38.5",1,356,13,27.3846153846154,9.16738197424893,17.9230769230769,80,0,0,"2/18"
"DJ Bravo","Trinbago Knight Riders",2018,"Caribbean Premier League",13,"45.0",0,479,13,36.8461538461538,10.6444444444444,20.7692307692308,82,0,0,"3/11"
"D Bishoo","Guyana Amazon Warriors",2015,"Caribbean Premier League",7,"25.5",1,132,12,11,5.10967741935484,12.9166666666667,72,1,0,"4/24"
"DW Steyn","Jamaica Tallawahs",2016,"Caribbean Premier League",6,"23.5",1,161,12,13.4166666666667,6.75524475524476,11.9166666666667,76,1,0,"4/27"
"Shadab Khan","Trinbago Knight Riders",2017,"Caribbean Premier League",8,"32.0",1,184,12,15.3333333333333,5.75,16,91,1,0,"4/28"
"KK Cooper","Trinbago Knight Riders",2017,"Caribbean Premier League",9,"26.2",0,185,12,15.4166666666667,7.0253164556962,13.1666666666667,58,0,0,"3/21"
"D Wiese","St Lucia Kings",2022,"Caribbean Premier League",9,"29.0",1,196,12,16.3333333333333,6.75862068965517,14.5,70,0,0,"3/8"
"J Royal","St Lucia Kings",2021,"Caribbean Premier League",9,"27.0",0,196,12,16.3333333333333,7.25925925925926,13.5,87,0,0,"3/19"
"Mohammad Nabi","St Lucia Zouks",2020,"Caribbean Premier League",12,"40.0",1,204,12,17,5.1,20,128,0,1,"5/15"
"R Rampaul","Trinbago Knight Riders",2022,"Caribbean Premier League",7,"22.0",0,210,12,17.5,9.54545454545454,11,55,1,0,"4/19"
"S Lamichhane","Jamaica Tallawahs",2020,"Caribbean Premier League",10,"40.0",1,211,12,17.5833333333333,5.275,20,129,0,0,"2/8"
"DE Johnson","St Lucia Zouks",2016,"Caribbean Premier League",6,"23.3",0,212,12,17.6666666666667,9.02127659574468,11.75,59,0,0,"3/22"
"JE Taylor","St Lucia Zouks",2016,"Caribbean Premier League",7,"27.0",1,213,12,17.75,7.88888888888889,13.5,76,0,0,"2/19"
"SS Cottrell","St Kitts and Nevis Patriots",2019,"Caribbean Premier League",8,"29.3",0,231,12,19.25,7.83050847457627,14.75,91,0,0,"3/13"
"RR Emrit","Barbados Tridents",2014,"Caribbean Premier League",9,"28.5",0,235,12,19.5833333333333,8.15028901734104,14.4166666666667,56,0,0,"3/23"
"RR Emrit","Barbados Tridents",2015,"Caribbean Premier League",11,"38.0",0,241,12,20.0833333333333,6.34210526315789,19,99,0,0,"3/20"
"AS Joseph","St Lucia Kings",2023,"Caribbean Premier League",10,"32.2",0,245,12,20.4166666666667,7.57731958762887,16.1666666666667,101,0,0,"3/7"
"R Shepherd","Guyana Amazon Warriors",2023,"Caribbean Premier League",11,"31.0",1,258,12,21.5,8.32258064516129,15.5,87,0,0,"3/7"
"M de Lange","Guyana Amazon Warriors",2015,"Caribbean Premier League",10,"36.0",1,266,12,22.1666666666667,7.38888888888889,18,95,1,0,"4/23"
"S Badree","Trinidad & Tobago Red Steel",2015,"Caribbean Premier League",13,"39.0",2,268,12,22.3333333333333,6.87179487179487,19.5,114,0,0,"3/35"
"SP Narine","Trinbago Knight Riders",2017,"Caribbean Premier League",13,"51.0",2,275,12,22.9166666666667,5.3921568627451,25.5,158,0,0,"2/16"
"Mohammad Irfan","Barbados Tridents",2018,"Caribbean Premier League",10,"39.4",4,283,12,23.5833333333333,7.13445378151261,19.8333333333333,116,0,0,"3/37"
"Mohammad Sami","Jamaica Tallawahs",2017,"Caribbean Premier League",10,"37.0",0,284,12,23.6666666666667,7.67567567567568,18.5,92,1,0,"4/12"
"KOK Williams","St Lucia Zouks",2019,"Caribbean Premier League",9,"34.0",0,291,12,24.25,8.55882352941176,17,85,0,0,"3/24"
"Sohail Tanvir","Guyana Amazon Warriors",2018,"Caribbean Premier League",11,"41.3",0,325,12,27.0833333333333,7.83132530120482,20.75,117,0,0,"3/27"
"RR Emrit","St Kitts and Nevis Patriots",2019,"Caribbean Premier League",11,"39.5",1,341,12,28.4166666666667,8.56066945606694,19.9166666666667,90,0,0,"3/39"
"Shakib Al Hasan","Barbados Tridents",2013,"Caribbean Premier League",7,"23.0",2,127,11,11.5454545454545,5.52173913043478,12.5454545454545,78,0,1,"6/6"
"SS Cottrell","St Kitts and Nevis Patriots",2017,"Caribbean Premier League",6,"21.0",1,138,11,12.5454545454545,6.57142857142857,11.4545454545455,63,0,0,"3/17"
"D Wiese","St Lucia Kings",2021,"Caribbean Premier League",5,"16.0",0,146,11,13.2727272727273,9.125,8.72727272727273,35,0,2,"5/25"
"T Shamsi","St Kitts and Nevis Patriots",2015,"Caribbean Premier League",7,"21.3",1,146,11,13.2727272727273,6.7906976744186,11.7272727272727,67,2,0,"4/10"
"K Pierre","Trinbago Knight Riders",2018,"Caribbean Premier League",7,"26.0",0,147,11,13.3636363636364,5.65384615384615,14.1818181818182,72,0,0,"3/29"
"Mohammad Amir","Barbados Royals",2021,"Caribbean Premier League",7,"24.2",0,149,11,13.5454545454545,6.12328767123288,13.2727272727273,74,0,0,"3/21"
"RR Beaton","Guyana Amazon Warriors",2015,"Caribbean Premier League",6,"17.5",0,149,11,13.5454545454545,8.35514018691589,9.72727272727273,45,1,0,"4/9"
"MW Forde","St Lucia Kings",2023,"Caribbean Premier League",7,"24.0",1,164,11,14.9090909090909,6.83333333333333,13.0909090909091,78,1,0,"4/23"
"SP Narine","Trinbago Knight Riders",2022,"Caribbean Premier League",9,"36.0",0,173,11,15.7272727272727,4.80555555555556,19.6363636363636,120,0,0,"2/9"
"RL Chase","St Lucia Kings",2023,"Caribbean Premier League",9,"23.5",0,174,11,15.8181818181818,7.3006993006993,13,63,0,0,"3/39"
"FA Allen","Jamaica Tallawahs",2022,"Caribbean Premier League",10,"25.0",0,188,11,17.0909090909091,7.52,13.6363636363636,57,0,0,"3/24"
"RR Emrit","St Kitts and Nevis Patriots",2020,"Caribbean Premier League",9,"32.0",1,191,11,17.3636363636364,5.96875,17.4545454545455,90,0,0,"3/31"
"Waqar Salamkheil","Trinbago Knight Riders",2023,"Caribbean Premier League",8,"29.1",0,195,11,17.7272727272727,6.68571428571429,15.9090909090909,81,1,0,"4/14"
"KOK Williams","St Lucia Kings",2021,"Caribbean Premier League",8,"23.5",0,200,11,18.1818181818182,8.39160839160839,13,58,1,0,"4/24"
"Naveen-ul-Haq","Guyana Amazon Warriors",2020,"Caribbean Premier League",10,"32.4",1,210,11,19.0909090909091,6.42857142857143,17.8181818181818,98,1,0,"4/14"
"AD Russell","Jamaica Tallawahs",2016,"Caribbean Premier League",8,"25.1",1,212,11,19.2727272727273,8.42384105960265,13.7272727272727,67,1,0,"4/23"
"Shakib Al Hasan","Jamaica Tallawahs",2016,"Caribbean Premier League",10,"30.0",0,215,11,19.5454545454545,7.16666666666667,16.3636363636364,76,0,0,"3/23"
"Fawad Ahmed","St Kitts and Nevis Patriots",2021,"Caribbean Premier League",10,"34.0",0,222,11,20.1818181818182,6.52941176470588,18.5454545454545,92,0,0,"2/14"
"T Shamsi","St Kitts and Nevis Patriots",2017,"Caribbean Premier League",8,"30.0",0,223,11,20.2727272727273,7.43333333333333,16.3636363636364,74,0,0,"3/35"
"AD Russell","Trinbago Knight Riders",2023,"Caribbean Premier League",10,"26.1",0,232,11,21.0909090909091,8.86624203821656,14.2727272727273,61,0,0,"3/13"
"RR Emrit","Guyana Amazon Warriors",2016,"Caribbean Premier League",9,"31.0",0,233,11,21.1818181818182,7.51612903225806,16.9090909090909,65,0,0,"3/30"
"SJ Benn","Trinidad & Tobago Red Steel",2015,"Caribbean Premier League",11,"35.1",1,245,11,22.2727272727273,6.96682464454976,19.1818181818182,86,0,0,"2/19"
"Rashid Khan","Barbados Tridents",2020,"Caribbean Premier League",10,"36.2",1,249,11,22.6363636363636,6.85321100917431,19.8181818181818,113,0,0,"2/24"
"I Udana","Trinbago Knight Riders",2021,"Caribbean Premier League",7,"26.0",0,252,11,22.9090909090909,9.69230769230769,14.1818181818182,59,0,1,"5/21"
"WD Parnell","Barbados Tridents",2017,"Caribbean Premier League",10,"32.0",0,258,11,23.4545454545455,8.0625,17.4545454545455,89,0,0,"3/28"
"RR Beaton","Trinbago Knight Riders",2017,"Caribbean Premier League",10,"35.0",1,270,11,24.5454545454545,7.71428571428571,19.0909090909091,93,0,0,"2/22"
"SS Cottrell","St Kitts and Nevis Patriots",2018,"Caribbean Premier League",9,"32.3",0,280,11,25.4545454545455,8.61538461538461,17.7272727272727,86,0,0,"3/14"
"JE Taylor","Jamaica Tallawahs",2014,"Caribbean Premier League",10,"36.3",0,287,11,26.0909090909091,7.86301369863014,19.9090909090909,96,1,0,"4/18"
"JDS Neesham","Trinbago Knight Riders",2019,"Caribbean Premier League",10,"26.4",0,296,11,26.9090909090909,11.1,14.5454545454545,54,0,0,"3/18"
"AD Russell","Jamaica Tallawahs",2021,"Caribbean Premier League",10,"31.1",0,297,11,27,9.52941176470588,17,65,0,0,"2/34"
"JE Taylor","Jamaica Tallawahs",2015,"Caribbean Premier League",10,"39.0",1,301,11,27.3636363636364,7.71794871794872,21.2727272727273,95,0,0,"2/17"
"KMA Paul","Guyana Amazon Warriors",2019,"Caribbean Premier League",11,"31.0",0,304,11,27.6363636363636,9.80645161290323,16.9090909090909,56,0,0,"3/34"
"Wahab Riaz","St Lucia Kings",2021,"Caribbean Premier League",10,"37.0",0,313,11,28.4545454545455,8.45945945945946,20.1818181818182,99,0,0,"2/16"
"R Rampaul","Barbados Tridents",2015,"Caribbean Premier League",11,"39.0",1,321,11,29.1818181818182,8.23076923076923,21.2727272727273,101,0,0,"3/16"
"OF Smith","Guyana Amazon Warriors",2022,"Caribbean Premier League",10,"27.5",0,328,11,29.8181818181818,11.7844311377246,15.1818181818182,60,0,0,"2/10"
"MN Samuels","Antigua Hawksbills",2013,"Caribbean Premier League",7,"27.0",1,136,10,13.6,5.03703703703704,16.2,72,0,0,"3/10"
"AJ Hosein","Trinbago Knight Riders",2020,"Caribbean Premier League",7,"27.0",1,150,10,15,5.55555555555556,16.2,89,0,0,"3/14"
"Mujeeb Ur Rahman","Barbados Royals",2022,"Caribbean Premier League",7,"26.0",1,159,10,15.9,6.11538461538461,15.6,80,0,0,"3/17"
"M Muralitharan","Jamaica Tallawahs",2013,"Caribbean Premier League",8,"31.0",0,180,10,18,5.80645161290323,18.6,104,0,0,"3/12"
"V Permaul","Guyana Amazon Warriors",2013,"Caribbean Premier League",8,"29.0",1,190,10,19,6.55172413793103,17.4,79,0,0,"3/32"
"DM Dupavillon","Trinbago Knight Riders",2022,"Caribbean Premier League",7,"23.0",0,193,10,19.3,8.39130434782609,13.8,62,0,0,"3/38"
"DJ Bravo","Trinidad & Tobago Red Steel",2013,"Caribbean Premier League",8,"28.0",0,207,10,20.7,7.39285714285714,16.8,72,0,0,"2/14"
"K Santokie","St Kitts and Nevis Patriots",2016,"Caribbean Premier League",7,"26.4",0,216,10,21.6,8.1,16,51,0,0,"3/24"
"Fawad Ahmed","St Lucia Zouks",2019,"Caribbean Premier League",9,"34.0",1,218,10,21.8,6.41176470588235,20.4,85,0,0,"2/19"
"JO Holder","Barbados Tridents",2020,"Caribbean Premier League",10,"33.0",4,219,10,21.9,6.63636363636364,19.8,107,0,0,"2/10"
"SP Narine","Trinbago Knight Riders",2023,"Caribbean Premier League",9,"34.0",1,226,10,22.6,6.64705882352941,20.4,97,0,0,"3/24"
"Salman Irshad","Jamaica Tallawahs",2023,"Caribbean Premier League",7,"26.0",0,227,10,22.7,8.73076923076923,15.6,63,1,0,"4/27"
"Wahab Riaz","Barbados Tridents",2017,"Caribbean Premier League",9,"29.1",1,228,10,22.8,7.81714285714286,17.5,83,0,0,"3/32"
"R Rampaul","Barbados Tridents",2016,"Caribbean Premier League",8,"27.0",0,232,10,23.2,8.59259259259259,16.2,68,0,0,"2/22"
"CR Brathwaite","Jamaica Tallawahs",2020,"Caribbean Premier League",10,"30.2",1,249,10,24.9,8.20879120879121,18.2,83,0,0,"3/11"
"CJ Green","Guyana Amazon Warriors",2018,"Caribbean Premier League",11,"40.0",1,251,10,25.1,6.275,24,95,0,0,"2/8"
"DJ Bravo","St Kitts and Nevis Patriots",2022,"Caribbean Premier League",7,"27.0",0,251,10,25.1,9.2962962962963,16.2,57,0,0,"2/26"
"KK Cooper","Trinidad & Tobago Red Steel",2014,"Caribbean Premier League",9,"35.2",1,251,10,25.1,7.10377358490566,21.2,74,0,0,"3/26"
"KK Cooper","Trinidad & Tobago Red Steel",2015,"Caribbean Premier League",12,"32.4",0,251,10,25.1,7.68367346938776,19.6,69,0,0,"2/21"
"CR Brathwaite","St Kitts and Nevis Patriots",2017,"Caribbean Premier League",11,"33.0",0,255,10,25.5,7.72727272727273,19.8,77,1,0,"4/15"
"RL Chase","St Lucia Kings",2021,"Caribbean Premier League",12,"38.0",2,263,10,26.3,6.92105263157895,22.8,108,0,0,"2/33"
"SR Watson","St Lucia Zouks",2016,"Caribbean Premier League",9,"35.0",0,279,10,27.9,7.97142857142857,21,78,0,0,"3/26"
"CR Brathwaite","St Kitts and Nevis Patriots",2018,"Caribbean Premier League",10,"36.0",1,283,10,28.3,7.86111111111111,21.6,84,0,0,"2/19"
"K Pierre","Trinbago Knight Riders",2019,"Caribbean Premier League",12,"43.2",0,310,10,31,7.15384615384615,26,120,0,0,"2/20"
"Ali Khan","Trinbago Knight Riders",2019,"Caribbean Premier League",11,"35.4",0,331,10,33.1,9.2803738317757,21.4,94,0,0,"2/22"
"K Pierre","St Lucia Kings",2023,"Caribbean Premier League",6,"19.1",0,133,9,14.7777777777778,6.93913043478261,12.7777777777778,53,1,0,"4/20"
"RL Chase","St Lucia Zouks",2020,"Caribbean Premier League",9,"29.0",0,135,9,15,4.6551724137931,19.3333333333333,88,0,0,"3/12"
"Imad Wasim","Jamaica Tallawahs",2021,"Caribbean Premier League",6,"23.0",0,137,9,15.2222222222222,5.95652173913043,15.3333333333333,70,0,0,"3/15"
"AJ Hosein","Trinbago Knight Riders",2022,"Caribbean Premier League",6,"24.0",1,150,9,16.6666666666667,6.25,16,74,1,0,"4/13"
"OC McCoy","St Lucia Zouks",2019,"Caribbean Premier League",5,"18.4",0,151,9,16.7777777777778,8.08928571428571,12.4444444444444,50,1,0,"4/41"
"FH Edwards","Trinidad & Tobago Red Steel",2013,"Caribbean Premier League",6,"21.0",0,162,9,18,7.71428571428571,14,61,0,1,"5/22"
"KOK Williams","St Lucia Stars",2018,"Caribbean Premier League",7,"21.0",0,176,9,19.5555555555556,8.38095238095238,14,46,0,0,"3/34"
"JH Kallis","Trinidad & Tobago Red Steel",2015,"Caribbean Premier League",11,"28.3",1,184,9,20.4444444444444,6.45614035087719,19,92,0,0,"3/15"
"OC McCoy","St Lucia Stars",2018,"Caribbean Premier League",7,"23.5",0,186,9,20.6666666666667,7.8041958041958,15.8888888888889,59,0,0,"3/28"
"JL Jaggesar","St Kitts and Nevis Patriots",2021,"Caribbean Premier League",6,"23.0",0,187,9,20.7777777777778,8.1304347826087,15.3333333333333,56,0,0,"3/32"
"Imad Wasim","Jamaica Tallawahs",2016,"Caribbean Premier League",10,"30.4",1,188,9,20.8888888888889,6.1304347826087,20.4444444444444,92,0,0,"3/21"
"VD Philander","Jamaica Tallawahs",2013,"Caribbean Premier League",8,"29.0",0,197,9,21.8888888888889,6.79310344827586,19.3333333333333,79,0,0,"3/16"
"SS Cottrell","St Kitts and Nevis Patriots",2015,"Caribbean Premier League",7,"23.0",1,200,9,22.2222222222222,8.69565217391304,15.3333333333333,63,0,0,"3/15"
"NA Gordon","Jamaica Tallawahs",2022,"Caribbean Premier League",7,"22.0",0,202,9,22.4444444444444,9.18181818181818,14.6666666666667,40,0,0,"3/32"
"JO Holder","Barbados Tridents",2014,"Caribbean Premier League",9,"33.0",0,207,9,23,6.27272727272727,22,97,1,0,"4/27"
"CJ Green","Guyana Amazon Warriors",2020,"Caribbean Premier League",11,"37.3",3,213,9,23.6666666666667,5.68,25,113,0,0,"2/10"
"K Pierre","Trinbago Knight Riders",2020,"Caribbean Premier League",10,"32.1",0,215,9,23.8888888888889,6.6839378238342,21.4444444444444,92,0,0,"3/18"
"KMA Paul","Guyana Amazon Warriors",2020,"Caribbean Premier League",9,"29.2",0,215,9,23.8888888888889,7.32954545454546,19.5555555555556,83,1,0,"4/19"
"O Thomas","St Kitts and Nevis Patriots",2023,"Caribbean Premier League",7,"24.3",1,218,9,24.2222222222222,8.89795918367347,16.3333333333333,64,0,0,"3/26"
"Mohammad Nabi","St Kitts and Nevis Patriots",2017,"Caribbean Premier League",11,"34.0",1,223,9,24.7777777777778,6.55882352941176,22.6666666666667,82,0,0,"3/15"
"AD Russell","Jamaica Tallawahs",2014,"Caribbean Premier League",9,"26.0",0,224,9,24.8888888888889,8.61538461538461,17.3333333333333,47,0,0,"2/16"
"FH Edwards","Jamaica Tallawahs",2020,"Caribbean Premier League",9,"30.0",1,230,9,25.5555555555556,7.66666666666667,20,78,0,0,"3/30"
"DJ Bravo","Trinbago Knight Riders",2020,"Caribbean Premier League",9,"32.0",0,240,9,26.6666666666667,7.5,21.3333333333333,63,0,0,"2/7"
"Wahab Riaz","Barbados Tridents",2018,"Caribbean Premier League",9,"33.1",0,242,9,26.8888888888889,7.2964824120603,22.1111111111111,90,0,0,"3/35"
"A Zampa","Jamaica Tallawahs",2018,"Caribbean Premier League",9,"26.0",0,247,9,27.4444444444444,9.5,17.3333333333333,48,0,0,"3/27"
"AS Joseph","St Kitts and Nevis Patriots",2019,"Caribbean Premier League",9,"33.0",0,256,9,28.4444444444444,7.75757575757576,22,93,0,0,"2/20"
"FA Allen","St Kitts and Nevis Patriots",2021,"Caribbean Premier League",11,"34.0",0,263,9,29.2222222222222,7.73529411764706,22.6666666666667,77,0,0,"2/30"
"AD Russell","Jamaica Tallawahs",2015,"Caribbean Premier League",10,"34.0",0,266,9,29.5555555555556,7.82352941176471,22.6666666666667,75,0,0,"2/18"
"AS Joseph","St Lucia Kings",2021,"Caribbean Premier League",10,"35.4",0,274,9,30.4444444444444,7.68224299065421,23.7777777777778,117,0,0,"3/27"
