"bowler","start_date","batting_team","bowling_team","innings","Overs","Maidens","Runs","Wickets","Economy","DotBalls","event","season","match_id","venue","city","team1","team2","toss_winner","toss_decision","player_of_match","winner","winner_wickets","winner_runs"
"DJ O'Halloran",2021-05-25,"North-West Warriors","Leinster Lightning",1,"7.0",0,44,4,6.28571428571429,21,"Cricket Ireland Inter-Provincial Limited Over Cup",2021,1259531,"Woodvale Road, Eglinton","Eglinton","North-West Warriors","Leinster Lightning","Leinster Lightning","field","A Balbirnie","Leinster Lightning","4",NA
"C Campher",2020-09-22,"North-West Warriors","Leinster Lightning",1,"10.0",0,46,4,4.6,30,"Cricket Ireland Inter-Provincial Limited Over Cup",2020,1211207,"Bready Cricket Club, Magheramason, Bready","Bready","North-West Warriors","Leinster Lightning","Leinster Lightning","field",NA,"Leinster Lightning",NA,"62"
"MN Erlank",2023-05-25,"Northern Knights","North-West Warriors",1,"9.0",0,46,4,5.11111111111111,28,"Cricket Ireland Inter-Provincial Limited Over Cup",2023,1375530,"Bready Cricket Club, Magheramason, Bready","Bready","Northern Knights","North-West Warriors","North-West Warriors","field",NA,"North-West Warriors","3",NA
"TE Kane",2021-05-22,"Leinster Lightning","Munster Reds",1,"8.3",0,46,4,5.41176470588235,32,"Cricket Ireland Inter-Provincial Limited Over Cup",2021,1259530,"Pembroke Cricket Club, Sandymount, Dublin","Dublin","Leinster Lightning","Munster Reds","Munster Reds","field","BJ McCarthy","Leinster Lightning",NA,"93"
"SC Getkate",2018-06-04,"Leinster Lightning","Northern Knights",1,"10.0",0,47,4,4.7,36,"Cricket Ireland Inter-Provincial Limited Over Cup",2018,1136920,"The Vineyard, Dublin","Dublin","Leinster Lightning","Northern Knights","Northern Knights","field",NA,"Leinster Lightning",NA,"53"
"CA Young",2017-05-01,"Leinster Lightning","North-West Warriors",1,"9.2",0,50,4,5.35714285714286,36,"Cricket Ireland Inter-Provincial Limited Over Cup",2017,1089605,"The Vineyard, Dublin","Dublin","Leinster Lightning","North-West Warriors","Leinster Lightning","bat",NA,"Leinster Lightning",NA,"105"
"GH Dockrell",2016-07-31,"Northern Knights","Leinster Lightning",1,"10.0",1,51,4,5.1,43,"Cricket Ireland Inter-Provincial Limited Over Cup",2016,1002149,"Observatory Lane, Rathmines, Dublin","Dublin","Northern Knights","Leinster Lightning","Northern Knights","bat",NA,"Leinster Lightning","4",NA
"CA Young",2021-05-18,"Northern Knights","North-West Warriors",2,"10.0",0,55,4,5.5,34,"Cricket Ireland Inter-Provincial Limited Over Cup",2021,1259527,"Civil Service Cricket Club, Stormont, Belfast","Belfast","North-West Warriors","Northern Knights","Northern Knights","field","W McClintock","North-West Warriors",NA,"62"
"SR Thompson",2019-04-24,"Northern Knights","North-West Warriors",1,"8.0",0,55,4,6.875,27,"Cricket Ireland Inter-Provincial Limited Over Cup",2019,1178130,"La Manga Club Top Ground","Murcia","Northern Knights","North-West Warriors","North-West Warriors","field",NA,"Northern Knights",NA,"117"
"J Manley",2024-05-15,"Leinster Lightning","Munster Reds",1,"10.0",0,57,4,5.7,40,"Cricket Ireland Inter-Provincial Limited Over Cup",2024,1429570,"Pembroke Cricket Club, Sandymount, Dublin","Dublin","Leinster Lightning","Munster Reds","Munster Reds","field","J Manley","Munster Reds","4",NA
"D Scanlon",2018-05-28,"Northern Knights","North-West Warriors",1,"8.1",0,60,4,7.3469387755102,31,"Cricket Ireland Inter-Provincial Limited Over Cup",2018,1136919,"Civil Service Cricket Club, Stormont, Belfast","Belfast","Northern Knights","North-West Warriors","Northern Knights","bat",NA,"North-West Warriors","8",NA
"CA Young",2023-08-14,"Leinster Lightning","North-West Warriors",1,"10.0",0,61,4,6.1,36,"Cricket Ireland Inter-Provincial Limited Over Cup",2023,1375531,"The Hills, Milverton","Milverton","Leinster Lightning","North-West Warriors","North-West Warriors","field","L Tucker","Leinster Lightning",NA,"244"
"TF van Woerkom",2023-08-15,"Munster Reds","Northern Knights",2,"10.0",1,63,4,6.3,32,"Cricket Ireland Inter-Provincial Limited Over Cup",2023,1375532,"Mardyke, Cork","Cork","Northern Knights","Munster Reds","Munster Reds","field",NA,"Northern Knights",NA,"52"
"SR Thompson",2016-05-30,"Leinster Lightning","North-West Warriors",1,"8.0",1,64,4,8,26,"Cricket Ireland Inter-Provincial Limited Over Cup",2016,1002145,"New Strabane Park","Strabane","Leinster Lightning","North-West Warriors","Leinster Lightning","bat",NA,"Leinster Lightning",NA,"141"
"L McCarthy",2023-05-22,"Northern Knights","Munster Reds",2,"10.0",0,67,4,6.7,39,"Cricket Ireland Inter-Provincial Limited Over Cup",2023,1375528,"Civil Service Cricket Club, Stormont, Belfast","Belfast","Munster Reds","Northern Knights","Northern Knights","field","M Topping","Northern Knights","3",NA
"J Mulder",2019-06-27,"Leinster Lightning","Northern Knights",1,"2.3",0,5,3,2,10,"Cricket Ireland Inter-Provincial Limited Over Cup",2019,1178134,"Pembroke Cricket Club, Sandymount, Dublin","Dublin","Leinster Lightning","Northern Knights","Leinster Lightning","bat",NA,"Northern Knights","7",NA
"R Allen",2017-08-06,"Northern Knights","North-West Warriors",1,"2.1",0,9,3,4.15384615384615,7,"Cricket Ireland Inter-Provincial Limited Over Cup",2017,1089609,"The Lawn, Waringstown","Waringstown","Northern Knights","North-West Warriors","Northern Knights","bat",NA,"North-West Warriors","1",NA
"MT Foster",2024-05-09,"North-West Warriors","Northern Knights",2,"7.0",4,12,3,1.71428571428571,37,"Cricket Ireland Inter-Provincial Limited Over Cup",2024,1429569,"Civil Service Cricket Club, Stormont, Belfast","Belfast","Northern Knights","North-West Warriors","North-West Warriors","field","R Pretorius","Northern Knights",NA,"118"
"Nathan Smith",2017-08-06,"North-West Warriors","Northern Knights",2,"6.0",0,14,3,2.33333333333333,25,"Cricket Ireland Inter-Provincial Limited Over Cup",2017,1089609,"The Lawn, Waringstown","Waringstown","Northern Knights","North-West Warriors","Northern Knights","bat",NA,"North-West Warriors","1",NA
"MR Adair",2018-07-16,"North-West Warriors","Northern Knights",1,"8.0",2,16,3,2,37,"Cricket Ireland Inter-Provincial Limited Over Cup",2018,1136923,"Woodvale Road, Eglinton","Eglinton","North-West Warriors","Northern Knights","North-West Warriors","bat",NA,"Northern Knights","2",NA
"GH Dockrell",2017-09-10,"Northern Knights","Leinster Lightning",2,"5.0",0,18,3,3.6,18,"Cricket Ireland Inter-Provincial Limited Over Cup",2017,1089610,"Observatory Lane, Rathmines, Dublin","Dublin","Leinster Lightning","Northern Knights","Northern Knights","field",NA,"Leinster Lightning",NA,"55"
"SC Getkate",2019-06-27,"Leinster Lightning","Northern Knights",1,"6.0",1,19,3,3.16666666666667,24,"Cricket Ireland Inter-Provincial Limited Over Cup",2019,1178134,"Pembroke Cricket Club, Sandymount, Dublin","Dublin","Leinster Lightning","Northern Knights","Leinster Lightning","bat",NA,"Northern Knights","7",NA
"MN Erlank",2023-05-15,"Munster Reds","North-West Warriors",1,"8.0",2,21,3,2.625,37,"Cricket Ireland Inter-Provincial Limited Over Cup",2023,1375525,"Mardyke, Cork","Cork","Munster Reds","North-West Warriors","North-West Warriors","field","SC Getkate","North-West Warriors","6",NA
"R Pretorius",2022-05-12,"North-West Warriors","Northern Knights",2,"10.0",2,21,3,2.1,47,"Cricket Ireland Inter-Provincial Limited Over Cup",2022,1305425,"Bready Cricket Club, Magheramason, Bready","Bready","Northern Knights","North-West Warriors","North-West Warriors","field","R Pretorius","Northern Knights",NA,"12"
"PKD Chase",2016-06-12,"North-West Warriors","Leinster Lightning",1,"8.0",2,22,3,2.75,38,"Cricket Ireland Inter-Provincial Limited Over Cup",2016,1002147,"The Vineyard, Dublin","Dublin","North-West Warriors","Leinster Lightning","Leinster Lightning","field",NA,NA,NA,NA
"L McCarthy",2022-06-07,"Leinster Lightning","Munster Reds",1,"6.0",1,23,3,3.83333333333333,23,"Cricket Ireland Inter-Provincial Limited Over Cup",2022,1305431,"Mardyke, Cork","Cork","Leinster Lightning","Munster Reds","Munster Reds","field",NA,NA,NA,NA
"GJ Delany",2023-08-17,"Leinster Lightning","Munster Reds",1,"5.2",1,24,3,4.5,20,"Cricket Ireland Inter-Provincial Limited Over Cup",2023,1375533,"Mardyke, Cork","Cork","Leinster Lightning","Munster Reds","Munster Reds","field","TE Kane","Munster Reds","7",NA
"MT Foster",2023-05-16,"Leinster Lightning","Northern Knights",2,"5.3",0,26,3,4.72727272727273,20,"Cricket Ireland Inter-Provincial Limited Over Cup",2023,1375526,"Pembroke Cricket Club, Sandymount, Dublin","Dublin","Northern Knights","Leinster Lightning","Leinster Lightning","field","NA Rock","Northern Knights",NA,"66"
"Simi Singh",2020-09-28,"North-West Warriors","Leinster Lightning",1,"7.0",0,27,3,3.85714285714286,28,"Cricket Ireland Inter-Provincial Limited Over Cup",2020,1211210,"The Village, Malahide, Dublin","Dublin","North-West Warriors","Leinster Lightning","North-West Warriors","bat",NA,"Leinster Lightning","3",NA
"T Koen",2024-05-09,"North-West Warriors","Northern Knights",2,"5.0",0,27,3,5.4,13,"Cricket Ireland Inter-Provincial Limited Over Cup",2024,1429569,"Civil Service Cricket Club, Stormont, Belfast","Belfast","Northern Knights","North-West Warriors","North-West Warriors","field","R Pretorius","Northern Knights",NA,"118"
"MR Adair",2019-04-24,"North-West Warriors","Northern Knights",2,"6.0",0,29,3,4.83333333333333,23,"Cricket Ireland Inter-Provincial Limited Over Cup",2019,1178130,"La Manga Club Top Ground","Murcia","Northern Knights","North-West Warriors","North-West Warriors","field",NA,"Northern Knights",NA,"117"
"R MacBeth",2022-05-12,"Northern Knights","North-West Warriors",1,"9.0",0,29,3,3.22222222222222,38,"Cricket Ireland Inter-Provincial Limited Over Cup",2022,1305425,"Bready Cricket Club, Magheramason, Bready","Bready","Northern Knights","North-West Warriors","North-West Warriors","field","R Pretorius","Northern Knights",NA,"12"
"GH Dockrell",2018-06-19,"North-West Warriors","Leinster Lightning",1,"8.0",0,30,3,3.75,30,"Cricket Ireland Inter-Provincial Limited Over Cup",2018,1136921,"Woodvale Road, Eglinton","Eglinton","North-West Warriors","Leinster Lightning","Leinster Lightning","field",NA,NA,NA,NA
"R Pretorius",2022-05-05,"Munster Reds","Northern Knights",2,"7.0",1,30,3,4.28571428571429,30,"Cricket Ireland Inter-Provincial Limited Over Cup",2022,1305423,"Civil Service Cricket Club, Stormont, Belfast","Belfast","Northern Knights","Munster Reds","Munster Reds","field","M Ford","Munster Reds","3",NA
"GE Kidd",2017-09-10,"Leinster Lightning","Northern Knights",1,"10.0",1,31,3,3.1,36,"Cricket Ireland Inter-Provincial Limited Over Cup",2017,1089610,"Observatory Lane, Rathmines, Dublin","Dublin","Leinster Lightning","Northern Knights","Northern Knights","field",NA,"Leinster Lightning",NA,"55"
"AR McBrine",2017-08-06,"Northern Knights","North-West Warriors",1,"6.0",0,32,3,5.33333333333333,19,"Cricket Ireland Inter-Provincial Limited Over Cup",2017,1089609,"The Lawn, Waringstown","Waringstown","Northern Knights","North-West Warriors","Northern Knights","bat",NA,"North-West Warriors","1",NA
"J Little",2020-09-17,"Northern Knights","Leinster Lightning",2,"9.0",0,32,3,3.55555555555556,36,"Cricket Ireland Inter-Provincial Limited Over Cup",2020,1211206,"The Green, Comber","Comber","Leinster Lightning","Northern Knights","Northern Knights","field",NA,"Leinster Lightning",NA,"91"
"HT Tector",2019-05-27,"North-West Warriors","Northern Knights",1,"10.0",1,34,3,3.4,43,"Cricket Ireland Inter-Provincial Limited Over Cup",2019,1178133,"Civil Service Cricket Club, Stormont, Belfast","Belfast","North-West Warriors","Northern Knights","North-West Warriors","bat",NA,"North-West Warriors",NA,"3"
"KJ O'Brien",2018-09-09,"North-West Warriors","Leinster Lightning",2,"5.1",1,34,3,6.58064516129032,20,"Cricket Ireland Inter-Provincial Limited Over Cup",2018,1136924,"Observatory Lane, Rathmines, Dublin","Dublin","Leinster Lightning","North-West Warriors","Leinster Lightning","bat",NA,"Leinster Lightning",NA,"58"
"T Mayes",2023-05-22,"Munster Reds","Northern Knights",1,"10.0",0,34,3,3.4,36,"Cricket Ireland Inter-Provincial Limited Over Cup",2023,1375528,"Civil Service Cricket Club, Stormont, Belfast","Belfast","Munster Reds","Northern Knights","Northern Knights","field","M Topping","Northern Knights","3",NA
"Yaqoob Ali",2016-07-31,"Northern Knights","Leinster Lightning",1,"10.0",0,35,3,3.5,42,"Cricket Ireland Inter-Provincial Limited Over Cup",2016,1002149,"Observatory Lane, Rathmines, Dublin","Dublin","Northern Knights","Leinster Lightning","Northern Knights","bat",NA,"Leinster Lightning","4",NA
"AR McBrine",2018-07-16,"Northern Knights","North-West Warriors",2,"10.0",3,37,3,3.7,44,"Cricket Ireland Inter-Provincial Limited Over Cup",2018,1136923,"Woodvale Road, Eglinton","Eglinton","North-West Warriors","Northern Knights","North-West Warriors","bat",NA,"Northern Knights","2",NA
"GH Dockrell",2017-05-01,"North-West Warriors","Leinster Lightning",2,"9.2",1,37,3,3.96428571428571,40,"Cricket Ireland Inter-Provincial Limited Over Cup",2017,1089605,"The Vineyard, Dublin","Dublin","Leinster Lightning","North-West Warriors","Leinster Lightning","bat",NA,"Leinster Lightning",NA,"105"
"PKD Chase",2021-05-04,"Northern Knights","Leinster Lightning",2,"7.1",0,37,3,5.16279069767442,27,"Cricket Ireland Inter-Provincial Limited Over Cup",2021,1259524,"Pembroke Cricket Club, Sandymount, Dublin","Dublin","Leinster Lightning","Northern Knights","Northern Knights","field","GH Dockrell","Leinster Lightning",NA,"70"
"Simi Singh",2018-09-09,"North-West Warriors","Leinster Lightning",2,"10.0",1,37,3,3.7,42,"Cricket Ireland Inter-Provincial Limited Over Cup",2018,1136924,"Observatory Lane, Rathmines, Dublin","Dublin","Leinster Lightning","North-West Warriors","Leinster Lightning","bat",NA,"Leinster Lightning",NA,"58"
"EJ Richardson",2016-05-02,"Northern Knights","Leinster Lightning",1,"10.0",0,40,3,4,39,"Cricket Ireland Inter-Provincial Limited Over Cup",2016,1002143,"Civil Service Cricket Club, Stormont, Belfast","Belfast","Northern Knights","Leinster Lightning","Northern Knights","bat",NA,"Leinster Lightning","6",NA
"H Zimmerman",2024-05-09,"Northern Knights","North-West Warriors",1,"6.4",0,40,3,6,24,"Cricket Ireland Inter-Provincial Limited Over Cup",2024,1429569,"Civil Service Cricket Club, Stormont, Belfast","Belfast","Northern Knights","North-West Warriors","North-West Warriors","field","R Pretorius","Northern Knights",NA,"118"
"R Allen",2021-05-06,"Munster Reds","North-West Warriors",1,"7.0",0,40,3,5.71428571428571,17,"Cricket Ireland Inter-Provincial Limited Over Cup",2021,1259525,"Woodvale Road, Eglinton","Eglinton","Munster Reds","North-West Warriors","North-West Warriors","field","AR McBrine","North-West Warriors","5",NA
"GH Dockrell",2019-04-25,"Northern Knights","Leinster Lightning",1,"10.0",0,42,3,4.2,36,"Cricket Ireland Inter-Provincial Limited Over Cup",2019,1178131,"La Manga Club Top Ground","Murcia","Northern Knights","Leinster Lightning","Northern Knights","bat",NA,"Leinster Lightning","6",NA
"MJ Humphreys",2022-07-04,"Leinster Lightning","Northern Knights",1,"10.0",0,43,3,4.3,36,"Cricket Ireland Inter-Provincial Limited Over Cup",2022,1305433,"Pembroke Cricket Club, Sandymount, Dublin","Dublin","Leinster Lightning","Northern Knights","Northern Knights","field","BJ McCarthy","Leinster Lightning",NA,"54"
"LI Georgeson",2021-05-16,"Leinster Lightning","Northern Knights",1,"8.0",0,44,3,5.5,25,"Cricket Ireland Inter-Provincial Limited Over Cup",2021,1259526,"The Green, Comber","Comber","Leinster Lightning","Northern Knights","Northern Knights","field","PR Stirling","Northern Knights","5",NA
"TE Kane",2023-05-18,"Leinster Lightning","Munster Reds",1,"8.3",1,44,3,5.17647058823529,33,"Cricket Ireland Inter-Provincial Limited Over Cup",2023,1375527,"Pembroke Cricket Club, Sandymount, Dublin","Dublin","Leinster Lightning","Munster Reds","Munster Reds","field","TE Kane","Munster Reds","5",NA
"J Manley",2023-08-15,"Northern Knights","Munster Reds",1,"10.0",3,45,3,4.5,42,"Cricket Ireland Inter-Provincial Limited Over Cup",2023,1375532,"Mardyke, Cork","Cork","Northern Knights","Munster Reds","Munster Reds","field",NA,"Northern Knights",NA,"52"
"GKR McKinley",2016-08-07,"North-West Warriors","Northern Knights",1,"7.0",1,46,3,6.57142857142857,21,"Cricket Ireland Inter-Provincial Limited Over Cup",2016,1002151,"The Lawn, Waringstown","Waringstown","North-West Warriors","Northern Knights","North-West Warriors","bat",NA,"Northern Knights","3",NA
"ML Granger",2023-05-18,"Leinster Lightning","Munster Reds",1,"10.0",1,46,3,4.6,38,"Cricket Ireland Inter-Provincial Limited Over Cup",2023,1375527,"Pembroke Cricket Club, Sandymount, Dublin","Dublin","Leinster Lightning","Munster Reds","Munster Reds","field","TE Kane","Munster Reds","5",NA
"PKD Chase",2017-07-02,"North-West Warriors","Leinster Lightning",2,"9.0",0,46,3,5.11111111111111,29,"Cricket Ireland Inter-Provincial Limited Over Cup",2017,1089608,"Bready Cricket Club, Magheramason, Bready","Bready","Leinster Lightning","North-West Warriors","Leinster Lightning","bat",NA,"Leinster Lightning",NA,"27"
"GJ Delany",2019-05-23,"North-West Warriors","Leinster Lightning",2,"10.0",2,47,3,4.7,37,"Cricket Ireland Inter-Provincial Limited Over Cup",2019,1178132,"Bready Cricket Club, Magheramason, Bready","Bready","Leinster Lightning","North-West Warriors","Leinster Lightning","bat",NA,"Leinster Lightning",NA,"78"
"R Pretorius",2023-09-05,"Leinster Lightning","Northern Knights",1,"5.0",0,47,3,9.4,13,"Cricket Ireland Inter-Provincial Limited Over Cup",2023,1375535,"Civil Service Cricket Club, Stormont, Belfast","Belfast","Leinster Lightning","Northern Knights","Leinster Lightning","bat","S Lynch","Leinster Lightning",NA,"170"
"CA Young",2021-06-15,"Munster Reds","North-West Warriors",1,"10.0",2,48,3,4.8,39,"Cricket Ireland Inter-Provincial Limited Over Cup",2021,1259534,"Mardyke, Cork","Cork","Munster Reds","North-West Warriors","North-West Warriors","field","WTS Porterfield","North-West Warriors","4",NA
"G Kennedy",2019-08-26,"Northern Knights","North-West Warriors",1,"10.0",0,48,3,4.8,26,"Cricket Ireland Inter-Provincial Limited Over Cup",2019,1178137,"Woodvale Road, Eglinton","Eglinton","Northern Knights","North-West Warriors","Northern Knights","bat",NA,"Northern Knights",NA,"2"
"GI Hume",2019-05-23,"Leinster Lightning","North-West Warriors",1,"10.0",1,48,3,4.8,37,"Cricket Ireland Inter-Provincial Limited Over Cup",2019,1178132,"Bready Cricket Club, Magheramason, Bready","Bready","Leinster Lightning","North-West Warriors","Leinster Lightning","bat",NA,"Leinster Lightning",NA,"78"
"G Hoey",2024-05-15,"Munster Reds","Leinster Lightning",2,"10.0",0,49,3,4.9,39,"Cricket Ireland Inter-Provincial Limited Over Cup",2024,1429570,"Pembroke Cricket Club, Sandymount, Dublin","Dublin","Leinster Lightning","Munster Reds","Munster Reds","field","J Manley","Munster Reds","4",NA
"MC Sorensen",2018-07-01,"Northern Knights","Leinster Lightning",1,"9.0",0,49,3,5.44444444444444,30,"Cricket Ireland Inter-Provincial Limited Over Cup",2018,1136922,"Civil Service Cricket Club, Stormont, Belfast","Belfast","Northern Knights","Leinster Lightning","Northern Knights","bat",NA,"Leinster Lightning","3",NA
"Simi Singh",2018-07-01,"Northern Knights","Leinster Lightning",1,"10.0",0,49,3,4.9,31,"Cricket Ireland Inter-Provincial Limited Over Cup",2018,1136922,"Civil Service Cricket Club, Stormont, Belfast","Belfast","Northern Knights","Leinster Lightning","Northern Knights","bat",NA,"Leinster Lightning","3",NA
"AJ Malan",2018-07-01,"Leinster Lightning","Northern Knights",2,"10.0",1,51,3,5.1,37,"Cricket Ireland Inter-Provincial Limited Over Cup",2018,1136922,"Civil Service Cricket Club, Stormont, Belfast","Belfast","Northern Knights","Leinster Lightning","Northern Knights","bat",NA,"Leinster Lightning","3",NA
"F Hand",2023-05-23,"North-West Warriors","Leinster Lightning",1,"10.0",0,51,3,5.1,36,"Cricket Ireland Inter-Provincial Limited Over Cup",2023,1375529,"Bready Cricket Club, Magheramason, Bready","Bready","North-West Warriors","Leinster Lightning","Leinster Lightning","field","SJ Harbinson","Leinster Lightning","3",NA
